driver_id,driver_name,month,deliveries,failures,failure_rate,revenue
WDID09886,Jasmine Perez,2023-07,2,1,0.5,762.9599999999999
WDID09886,Jasmine Perez,2023-08,1,0,0.0,164.71
WDID09886,Jasmine Perez,2023-09,2,1,0.5,1788.8600000000001
WDID09886,Jasmine Perez,2023-11,1,1,1.0,314.43
WDID09886,Jasmine Perez,2023-12,1,0,0.0,352.35
WDID09887,Debbie Cox,2023-05,2,0,0.0,383.63
WDID09887,Debbie Cox,2023-06,1,0,0.0,100.31
WDID09887,Debbie Cox,2023-07,1,0,0.0,251.4
WDID09887,Debbie Cox,2023-09,1,0,0.0,155.53
WDID09887,Debbie Cox,2023-10,1,1,1.0,132.89
WDID09887,Debbie Cox,2023-11,2,2,1.0,684.75
WDID09887,Debbie Cox,2023-12,3,1,0.3333333333333333,1792.3
WDID09888,Nancy Porter,2023-02,1,0,0.0,313.3
WDID09888,Nancy Porter,2023-03,1,0,0.0,250.71
WDID09888,Nancy Porter,2023-04,1,1,1.0,98.03
WDID09888,Nancy Porter,2023-05,2,1,0.5,345.09000000000003
WDID09888,Nancy Porter,2023-06,2,1,0.5,665.58
WDID09888,Nancy Porter,2023-07,1,0,0.0,140.11
WDID09888,Nancy Porter,2023-08,1,0,0.0,98.68
WDID09888,Nancy Porter,2023-09,1,1,1.0,145.44
WDID09888,Nancy Porter,2023-12,1,0,0.0,37.88
WDID09889,Carla James,2023-01,1,0,0.0,302.51
WDID09889,Carla James,2023-02,2,1,0.5,539.71
WDID09889,Carla James,2023-05,1,1,1.0,375.27
WDID09889,Carla James,2023-08,3,1,0.3333333333333333,1702.92
WDID09889,Carla James,2023-11,2,1,0.5,475.22
WDID09889,Carla James,2023-12,2,0,0.0,297.65
WDID09890,Cynthia Owens,2023-01,5,2,0.4,1373.28
WDID09890,Cynthia Owens,2023-05,1,0,0.0,226.37
WDID09890,Cynthia Owens,2023-07,1,0,0.0,93.67
WDID09890,Cynthia Owens,2023-08,1,1,1.0,40.35
WDID09890,Cynthia Owens,2023-09,1,0,0.0,63.96
WDID09890,Cynthia Owens,2023-10,1,0,0.0,178.39
WDID09890,Cynthia Owens,2023-11,1,1,1.0,1139.2
WDID09891,Justin Parsons,2023-02,1,1,1.0,470.38
WDID09891,Justin Parsons,2023-03,1,0,0.0,432.14
WDID09891,Justin Parsons,2023-04,2,0,0.0,459.72
WDID09891,Justin Parsons,2023-05,2,1,0.5,285.35
WDID09891,Justin Parsons,2023-06,1,0,0.0,82.41
WDID09891,Justin Parsons,2023-08,2,1,0.5,807.47
WDID09891,Justin Parsons,2023-11,1,1,1.0,266.19
WDID09891,Justin Parsons,2023-12,1,0,0.0,202.23
WDID09892,Andrew Lambert,2023-01,1,1,1.0,474.9
WDID09892,Andrew Lambert,2023-03,1,0,0.0,60.15
WDID09892,Andrew Lambert,2023-04,2,2,1.0,698.4
WDID09892,Andrew Lambert,2023-05,1,0,0.0,278.62
WDID09892,Andrew Lambert,2023-07,1,0,0.0,322.39
WDID09892,Andrew Lambert,2023-08,1,0,0.0,129.89
WDID09892,Andrew Lambert,2023-10,1,0,0.0,187.98
WDID09892,Andrew Lambert,2023-11,1,1,1.0,478.23
WDID09892,Andrew Lambert,2023-12,2,0,0.0,477.62
WDID09893,Mrs. Valerie Schwartz MD,2023-01,1,0,0.0,134.58
WDID09893,Mrs. Valerie Schwartz MD,2023-03,1,0,0.0,76.34
WDID09893,Mrs. Valerie Schwartz MD,2023-06,1,1,1.0,385.66
WDID09893,Mrs. Valerie Schwartz MD,2023-07,1,1,1.0,249.96
WDID09893,Mrs. Valerie Schwartz MD,2023-08,1,1,1.0,368.12
WDID09893,Mrs. Valerie Schwartz MD,2023-09,2,0,0.0,465.38
WDID09893,Mrs. Valerie Schwartz MD,2023-10,1,0,0.0,181.15
WDID09893,Mrs. Valerie Schwartz MD,2023-11,3,1,0.3333333333333333,1086.1599999999999
WDID09894,Jennifer Wright,2023-03,1,0,0.0,154.56
WDID09894,Jennifer Wright,2023-05,1,0,0.0,45.39
WDID09894,Jennifer Wright,2023-06,1,0,0.0,394.52
WDID09894,Jennifer Wright,2023-07,3,1,0.3333333333333333,295.31
WDID09894,Jennifer Wright,2023-08,1,1,1.0,283.86
WDID09894,Jennifer Wright,2023-10,2,0,0.0,729.97
WDID09894,Jennifer Wright,2023-11,1,1,1.0,465.83
WDID09894,Jennifer Wright,2023-12,1,1,1.0,466.72
WDID09895,Jason Moss,2023-01,1,1,1.0,30.99
WDID09895,Jason Moss,2023-03,1,1,1.0,106.11
WDID09895,Jason Moss,2023-04,1,0,0.0,48.2
WDID09895,Jason Moss,2023-05,1,1,1.0,217.09
WDID09895,Jason Moss,2023-06,1,0,0.0,33.22
WDID09895,Jason Moss,2023-07,2,0,0.0,686.42
WDID09895,Jason Moss,2023-09,2,0,0.0,542.3
WDID09895,Jason Moss,2023-10,1,1,1.0,22.86
WDID09895,Jason Moss,2023-12,1,0,0.0,67.08
WDID09896,Anthony Robertson,2023-01,2,0,0.0,453.73
WDID09896,Anthony Robertson,2023-02,2,2,1.0,1175.64
WDID09896,Anthony Robertson,2023-03,1,0,0.0,82.15
WDID09896,Anthony Robertson,2023-08,2,1,0.5,563.29
WDID09896,Anthony Robertson,2023-09,1,0,0.0,42.0
WDID09896,Anthony Robertson,2023-11,1,1,1.0,463.55
WDID09896,Anthony Robertson,2023-12,2,0,0.0,713.1500000000001
WDID09897,Brandon Chavez,2023-05,1,0,0.0,413.24
WDID09897,Brandon Chavez,2023-06,1,0,0.0,348.26
WDID09897,Brandon Chavez,2023-07,3,0,0.0,776.3
WDID09897,Brandon Chavez,2023-10,1,0,0.0,92.45
WDID09897,Brandon Chavez,2023-11,1,0,0.0,34.07
WDID09898,Judith Howard,2023-02,1,0,0.0,479.89
WDID09898,Judith Howard,2023-04,1,0,0.0,478.89
WDID09898,Judith Howard,2023-08,1,0,0.0,297.26
WDID09898,Judith Howard,2023-10,1,0,0.0,498.9
WDID09898,Judith Howard,2023-11,3,0,0.0,636.38
WDID09899,Stephen Patton,2023-02,2,0,0.0,510.46
WDID09899,Stephen Patton,2023-03,2,0,0.0,691.27
WDID09899,Stephen Patton,2023-05,1,0,0.0,474.48
WDID09899,Stephen Patton,2023-11,1,0,0.0,137.25
WDID09899,Stephen Patton,2023-12,1,0,0.0,116.86
WDID09900,Melissa Mcbride,2023-01,1,0,0.0,43.88
WDID09900,Melissa Mcbride,2023-03,2,0,0.0,904.97
WDID09900,Melissa Mcbride,2023-04,1,0,0.0,125.78
WDID09900,Melissa Mcbride,2023-12,3,0,0.0,985.3499999999999
WDID09901,Cassandra Nguyen,2023-01,2,0,0.0,750.72
WDID09901,Cassandra Nguyen,2023-03,1,0,0.0,457.81
WDID09901,Cassandra Nguyen,2023-04,1,0,0.0,208.34
WDID09901,Cassandra Nguyen,2023-05,1,0,0.0,494.35
WDID09901,Cassandra Nguyen,2023-09,1,0,0.0,116.84
WDID09901,Cassandra Nguyen,2023-10,1,0,0.0,404.65
WDID09902,Patricia Vance,2023-04,1,0,0.0,204.28
WDID09902,Patricia Vance,2023-08,1,0,0.0,467.17
WDID09902,Patricia Vance,2023-09,1,0,0.0,295.61
WDID09902,Patricia Vance,2023-10,1,0,0.0,394.35
WDID09902,Patricia Vance,2023-11,1,0,0.0,457.01
WDID09902,Patricia Vance,2023-12,2,0,0.0,277.02
WDID09903,Paul Gomez,2023-02,1,0,0.0,345.47
WDID09903,Paul Gomez,2023-04,2,0,0.0,573.92
WDID09903,Paul Gomez,2023-05,1,0,0.0,415.1
WDID09903,Paul Gomez,2023-06,1,0,0.0,280.5
WDID09903,Paul Gomez,2023-11,1,0,0.0,103.48
WDID09903,Paul Gomez,2023-12,1,0,0.0,190.76
WDID09904,Chris Davis,2023-01,1,0,0.0,337.74
WDID09904,Chris Davis,2023-03,1,0,0.0,182.75
WDID09904,Chris Davis,2023-04,1,0,0.0,139.43
WDID09904,Chris Davis,2023-05,1,0,0.0,413.36
WDID09904,Chris Davis,2023-07,1,0,0.0,403.74
WDID09904,Chris Davis,2023-09,1,0,0.0,271.92
WDID09904,Chris Davis,2023-12,1,0,0.0,91.25
WDID09905,Brandy Martinez,2023-01,2,0,0.0,545.83
WDID09905,Brandy Martinez,2023-02,1,0,0.0,80.28
WDID09905,Brandy Martinez,2023-06,1,0,0.0,157.55
WDID09905,Brandy Martinez,2023-08,2,0,0.0,562.25
WDID09905,Brandy Martinez,2023-10,1,0,0.0,402.22
WDID09906,Michael Willis,2023-01,1,0,0.0,347.81
WDID09906,Michael Willis,2023-07,1,0,0.0,71.0
WDID09906,Michael Willis,2023-09,1,0,0.0,155.7
WDID09906,Michael Willis,2023-10,2,0,0.0,404.3
WDID09906,Michael Willis,2023-11,1,0,0.0,263.58
WDID09906,Michael Willis,2023-12,1,0,0.0,382.22
WDID09907,Brandy Pittman,2023-01,2,0,0.0,160.85
WDID09907,Brandy Pittman,2023-04,1,0,0.0,328.77
WDID09907,Brandy Pittman,2023-06,2,0,0.0,465.92
WDID09907,Brandy Pittman,2023-07,2,0,0.0,501.3
WDID09908,Ann Hall,2023-03,1,0,0.0,294.97
WDID09908,Ann Hall,2023-05,1,0,0.0,105.74
WDID09908,Ann Hall,2023-10,2,0,0.0,208.71999999999997
WDID09908,Ann Hall,2023-12,3,0,0.0,1051.29
WDID09909,John Walker,2023-01,1,0,0.0,22.18
WDID09909,John Walker,2023-03,1,0,0.0,103.21
WDID09909,John Walker,2023-05,1,0,0.0,276.55
WDID09909,John Walker,2023-06,1,0,0.0,226.91
WDID09909,John Walker,2023-07,1,0,0.0,170.73
WDID09909,John Walker,2023-08,2,0,0.0,511.78
WDID09910,Oscar Roman,2023-01,1,0,0.0,230.73
WDID09910,Oscar Roman,2023-04,1,0,0.0,214.13
WDID09910,Oscar Roman,2023-05,1,0,0.0,65.96
WDID09910,Oscar Roman,2023-08,3,0,0.0,252.51999999999998
WDID09910,Oscar Roman,2023-09,1,0,0.0,230.93
WDID09911,Kimberly Hayes,2023-01,2,0,0.0,727.3
WDID09911,Kimberly Hayes,2023-02,1,0,0.0,492.63
WDID09911,Kimberly Hayes,2023-03,2,0,0.0,270.03
WDID09911,Kimberly Hayes,2023-07,1,0,0.0,201.5
WDID09911,Kimberly Hayes,2023-08,1,0,0.0,224.46
WDID09912,Michael Delgado,2023-04,2,0,0.0,711.01
WDID09912,Michael Delgado,2023-07,1,0,0.0,475.65
WDID09912,Michael Delgado,2023-08,2,0,0.0,322.91
WDID09912,Michael Delgado,2023-10,1,0,0.0,321.66
WDID09912,Michael Delgado,2023-12,1,0,0.0,173.95
WDID09913,Tricia Larsen,2023-04,1,0,0.0,217.58
WDID09913,Tricia Larsen,2023-07,2,0,0.0,1615.6799999999998
WDID09913,Tricia Larsen,2023-08,1,0,0.0,495.31
WDID09913,Tricia Larsen,2023-09,1,0,0.0,91.13
WDID09913,Tricia Larsen,2023-10,1,0,0.0,165.43
WDID09913,Tricia Larsen,2023-12,1,0,0.0,159.23
WDID09914,Julie Rosales,2023-01,1,0,0.0,159.8
WDID09914,Julie Rosales,2023-05,1,0,0.0,209.11
WDID09914,Julie Rosales,2023-06,1,0,0.0,486.11
WDID09914,Julie Rosales,2023-07,2,0,0.0,209.32
WDID09914,Julie Rosales,2023-09,1,0,0.0,806.75
WDID09914,Julie Rosales,2023-12,1,0,0.0,423.7
WDID09915,Natasha Graves,2023-01,2,0,0.0,314.24
WDID09915,Natasha Graves,2023-06,1,0,0.0,101.9
WDID09915,Natasha Graves,2023-07,2,0,0.0,189.83
WDID09915,Natasha Graves,2023-08,1,0,0.0,401.25
WDID09915,Natasha Graves,2023-10,1,0,0.0,462.86
WDID09916,Paul Lam,2023-02,1,0,0.0,422.44
WDID09916,Paul Lam,2023-03,1,0,0.0,161.54
WDID09916,Paul Lam,2023-05,1,0,0.0,391.55
WDID09916,Paul Lam,2023-09,1,0,0.0,30.81
WDID09916,Paul Lam,2023-11,1,0,0.0,91.39
WDID09916,Paul Lam,2023-12,2,0,0.0,536.52
WDID09917,Jennifer Zimmerman,2023-01,1,0,0.0,78.97
WDID09917,Jennifer Zimmerman,2023-03,1,0,0.0,373.37
WDID09917,Jennifer Zimmerman,2023-07,1,0,0.0,104.56
WDID09917,Jennifer Zimmerman,2023-11,1,0,0.0,499.0
WDID09917,Jennifer Zimmerman,2023-12,3,0,0.0,999.19
WDID09918,Shelby Wilson,2023-03,1,0,0.0,99.15
WDID09918,Shelby Wilson,2023-04,1,0,0.0,119.69
WDID09918,Shelby Wilson,2023-10,1,0,0.0,487.44
WDID09918,Shelby Wilson,2023-11,2,0,0.0,733.5699999999999
WDID09918,Shelby Wilson,2023-12,2,0,0.0,228.04
WDID09919,John Rodriguez,2023-04,2,0,0.0,519.74
WDID09919,John Rodriguez,2023-05,1,0,0.0,361.02
WDID09919,John Rodriguez,2023-08,1,0,0.0,366.11
WDID09919,John Rodriguez,2023-10,2,0,0.0,938.19
WDID09919,John Rodriguez,2023-11,1,0,0.0,115.15
WDID09920,William Brown,2023-01,1,0,0.0,354.22
WDID09920,William Brown,2023-04,1,0,0.0,359.45
WDID09920,William Brown,2023-05,1,0,0.0,457.71
WDID09920,William Brown,2023-07,2,0,0.0,1334.6699999999998
WDID09920,William Brown,2023-08,1,0,0.0,105.57
WDID09920,William Brown,2023-12,1,0,0.0,68.35
WDID09921,Charles Hernandez,2023-01,3,0,0.0,489.69000000000005
WDID09921,Charles Hernandez,2023-07,1,0,0.0,477.67
WDID09921,Charles Hernandez,2023-10,1,0,0.0,343.89
WDID09921,Charles Hernandez,2023-11,1,0,0.0,444.1
WDID09921,Charles Hernandez,2023-12,1,0,0.0,58.46
WDID09922,Jacob Li,2023-01,2,0,0.0,507.8
WDID09922,Jacob Li,2023-04,1,0,0.0,50.66
WDID09922,Jacob Li,2023-05,1,0,0.0,66.07
WDID09922,Jacob Li,2023-08,1,0,0.0,343.55
WDID09922,Jacob Li,2023-09,1,0,0.0,436.66
WDID09922,Jacob Li,2023-12,1,0,0.0,355.08
WDID09923,Eric Lawson,2023-05,1,0,0.0,322.13
WDID09923,Eric Lawson,2023-06,1,0,0.0,334.78
WDID09923,Eric Lawson,2023-08,1,0,0.0,45.0
WDID09923,Eric Lawson,2023-09,2,0,0.0,562.5600000000001
WDID09923,Eric Lawson,2023-11,1,0,0.0,358.76
WDID09923,Eric Lawson,2023-12,1,0,0.0,329.79
WDID09924,Nathan Davis,2023-01,1,0,0.0,488.99
WDID09924,Nathan Davis,2023-04,2,0,0.0,419.83
WDID09924,Nathan Davis,2023-06,2,0,0.0,349.03999999999996
WDID09924,Nathan Davis,2023-09,1,0,0.0,313.98
WDID09924,Nathan Davis,2023-12,1,0,0.0,324.89
WDID09925,Rebecca Stephens,2023-02,1,0,0.0,267.62
WDID09925,Rebecca Stephens,2023-03,1,0,0.0,321.45
WDID09925,Rebecca Stephens,2023-08,1,0,0.0,29.36
WDID09925,Rebecca Stephens,2023-09,3,0,0.0,1039.4
WDID09925,Rebecca Stephens,2023-12,1,0,0.0,487.4
WDID09926,Laura Pearson,2023-09,2,0,0.0,1243.96
WDID09926,Laura Pearson,2023-10,2,0,0.0,769.27
WDID09926,Laura Pearson,2023-11,1,0,0.0,255.11
WDID09926,Laura Pearson,2023-12,2,0,0.0,691.91
WDID09927,Stephanie Morgan,2023-01,1,0,0.0,762.72
WDID09927,Stephanie Morgan,2023-04,1,0,0.0,322.98
WDID09927,Stephanie Morgan,2023-05,1,0,0.0,236.79
WDID09927,Stephanie Morgan,2023-09,2,0,0.0,744.2
WDID09927,Stephanie Morgan,2023-10,1,0,0.0,259.05
WDID09927,Stephanie Morgan,2023-12,1,0,0.0,463.67
WDID09928,Kimberly Johnson,2023-01,1,0,0.0,400.76
WDID09928,Kimberly Johnson,2023-03,1,0,0.0,251.01
WDID09928,Kimberly Johnson,2023-05,1,0,0.0,429.05
WDID09928,Kimberly Johnson,2023-06,1,0,0.0,439.4
WDID09928,Kimberly Johnson,2023-08,1,0,0.0,322.54
WDID09928,Kimberly Johnson,2023-09,1,0,0.0,285.77
WDID09928,Kimberly Johnson,2023-11,1,0,0.0,148.42
WDID09929,Kimberly Hall,2023-03,2,0,0.0,661.72
WDID09929,Kimberly Hall,2023-05,1,0,0.0,424.95
WDID09929,Kimberly Hall,2023-06,1,0,0.0,143.28
WDID09929,Kimberly Hall,2023-07,2,0,0.0,602.75
WDID09929,Kimberly Hall,2023-09,1,0,0.0,276.37
WDID09930,Nicholas Johnson,2023-02,1,0,0.0,135.43
WDID09930,Nicholas Johnson,2023-05,2,0,0.0,698.3800000000001
WDID09930,Nicholas Johnson,2023-07,1,0,0.0,218.84
WDID09930,Nicholas Johnson,2023-09,2,0,0.0,851.78
WDID09930,Nicholas Johnson,2023-10,1,0,0.0,256.46
WDID09931,Christopher Buck,2023-04,2,0,0.0,342.48
WDID09931,Christopher Buck,2023-05,1,0,0.0,367.67
WDID09931,Christopher Buck,2023-06,1,0,0.0,148.4
WDID09931,Christopher Buck,2023-08,1,0,0.0,274.71
WDID09931,Christopher Buck,2023-10,1,0,0.0,414.99
WDID09931,Christopher Buck,2023-12,1,0,0.0,420.01
WDID09932,Luis Baker,2023-01,2,0,0.0,465.92
WDID09932,Luis Baker,2023-08,2,0,0.0,657.42
WDID09932,Luis Baker,2023-10,1,0,0.0,173.59
WDID09932,Luis Baker,2023-11,1,0,0.0,206.56
WDID09932,Luis Baker,2023-12,1,0,0.0,144.49
WDID09933,Nicholas Stewart,2023-01,1,0,0.0,242.81
WDID09933,Nicholas Stewart,2023-02,2,0,0.0,487.85
WDID09933,Nicholas Stewart,2023-04,1,0,0.0,383.56
WDID09933,Nicholas Stewart,2023-05,1,0,0.0,125.81
WDID09933,Nicholas Stewart,2023-07,1,0,0.0,72.81
WDID09933,Nicholas Stewart,2023-09,1,0,0.0,364.84
WDID09934,Robert Hogan,2023-05,1,0,0.0,382.95
WDID09934,Robert Hogan,2023-06,1,0,0.0,119.43
WDID09934,Robert Hogan,2023-07,2,0,0.0,404.47
WDID09934,Robert Hogan,2023-08,1,0,0.0,237.64
WDID09934,Robert Hogan,2023-11,1,0,0.0,262.26
WDID09934,Robert Hogan,2023-12,1,0,0.0,176.5
WDID09935,Cody Chavez,2023-01,3,0,0.0,1020.01
WDID09935,Cody Chavez,2023-02,1,0,0.0,376.39
WDID09935,Cody Chavez,2023-07,2,0,0.0,127.46000000000001
WDID09935,Cody Chavez,2023-11,1,0,0.0,105.69
WDID09936,Alicia Terry,2023-01,1,0,0.0,200.38
WDID09936,Alicia Terry,2023-02,1,0,0.0,375.72
WDID09936,Alicia Terry,2023-06,1,0,0.0,48.45
WDID09936,Alicia Terry,2023-07,2,0,0.0,132.16
WDID09936,Alicia Terry,2023-08,1,0,0.0,263.3
WDID09936,Alicia Terry,2023-09,1,0,0.0,336.6
WDID09937,Daniel Mitchell,2023-01,1,0,0.0,1235.86
WDID09937,Daniel Mitchell,2023-03,1,0,0.0,180.92
WDID09937,Daniel Mitchell,2023-05,1,0,0.0,46.2
WDID09937,Daniel Mitchell,2023-09,1,0,0.0,39.06
WDID09937,Daniel Mitchell,2023-11,1,0,0.0,369.79
WDID09937,Daniel Mitchell,2023-12,2,0,0.0,816.88
WDID09938,Thomas Mcfarland,2023-03,1,0,0.0,167.07
WDID09938,Thomas Mcfarland,2023-08,3,0,0.0,1224.59
WDID09938,Thomas Mcfarland,2023-10,1,0,0.0,318.92
WDID09938,Thomas Mcfarland,2023-11,1,0,0.0,32.3
WDID09938,Thomas Mcfarland,2023-12,1,0,0.0,41.82
WDID09939,Brian Douglas,2023-01,3,0,0.0,1195.21
WDID09939,Brian Douglas,2023-03,2,0,0.0,635.82
WDID09939,Brian Douglas,2023-04,1,0,0.0,311.82
WDID09939,Brian Douglas,2023-09,1,0,0.0,249.1
WDID09940,Jessica Mercer,2023-03,1,0,0.0,469.8
WDID09940,Jessica Mercer,2023-04,2,0,0.0,470.71000000000004
WDID09940,Jessica Mercer,2023-05,1,0,0.0,304.5
WDID09940,Jessica Mercer,2023-06,1,0,0.0,246.05
WDID09940,Jessica Mercer,2023-07,1,0,0.0,396.04
WDID09940,Jessica Mercer,2023-09,1,0,0.0,401.46
WDID09941,Kimberly Holden,2023-02,1,0,0.0,305.03
WDID09941,Kimberly Holden,2023-05,1,0,0.0,409.14
WDID09941,Kimberly Holden,2023-07,2,0,0.0,468.78
WDID09941,Kimberly Holden,2023-08,1,0,0.0,302.22
WDID09941,Kimberly Holden,2023-09,1,0,0.0,158.1
WDID09941,Kimberly Holden,2023-10,1,0,0.0,393.82
WDID09942,Richard Williams,2023-04,1,0,0.0,387.56
WDID09942,Richard Williams,2023-05,2,0,0.0,510.92
WDID09942,Richard Williams,2023-06,1,0,0.0,294.39
